SACCO,Year,Cash & Cash Equivalent,Current Year's Surplus,Financial Investments,Gross Loan Portfolio,Net Loan Portfolio,Share Capital,Statutory Reserve,Total Assets,Total Deposit liabilities,Total Equity,Total Liabilities
ACUMEN SACCO,2007,0,0,0,0,0,0,0,0,0,0,0
ACUMEN SACCO,2008,0,0,0,0,0,0,0,0,0,0,0
ACUMEN SACCO,2009,0,0,0,0,0,0,0,0,0,0,0
ACUMEN SACCO,2010,0,0,0,0,0,0,0,0,0,0,0
ACUMEN SACCO,2011,0,0,0,0,0,0,0,0,0,0,0
ACUMEN SACCO,2012,0,0,0,0,0,0,0,0,0,0,0
ACUMEN SACCO,2013,0,0,0,0,0,0,0,0,0,0,0
ACUMEN SACCO,2014,0,0,0,0,0,0,0,0,0,0,0
ACUMEN SACCO,2015,0,0,0,0,0,0,0,0,0,0,0
ACUMEN SACCO,2016,0,0,0,0,0,0,0,0,0,0,0
ACUMEN SACCO,2017,0,0,0,0,0,0,0,0,0,0,0
ACUMEN SACCO,2018,0,0,0,0,0,0,0,0,0,0,0
ACUMEN SACCO,2019,10834463.0,710651.0,115855.0,247597572.0,246137216.0,17276340.0,5780960.0,269371213.0,221613427.0,33585269.0,235786131.0
ACUMEN SACCO,2020,60942575.0,17320.0,115855.0,238201976.4,216882732.4,18970134.0,5780960.03,293411678.0,257705275.6,35288951.22,258118396.6
ACUMEN SACCO,2021,56687339.0,15839579.0,115855.0,312279513.0,300860863.0,20674211.0,9745185.0,369437115.0,296337292.0,53706746.0,315730368.0
ACUMEN SACCO,2022,77254741.0,3103704.0,115855.0,322436385.0,307302543.7,29563201.0,10521111.0,403387182.7,320546208.0,63405036.0,339982145.0
ACUMEN SACCO,2023,0,0,0,0,0,0,0,0,0,0,0
DEFENCE SACCO,2007,0,0,0,0,0,0,0,0,0,0,0
DEFENCE SACCO,2008,0,0,0,0,0,0,0,0,0,0,0
DEFENCE SACCO,2009,0,0,0,0,0,0,0,0,0,0,0
DEFENCE SACCO,2010,0,0,0,0,0,0,0,0,0,0,0
DEFENCE SACCO,2011,0,0,0,0,0,0,0,0,0,0,0
DEFENCE SACCO,2012,0,0,0,0,0,0,0,0,0,0,0
DEFENCE SACCO,2013,0,0,0,0,0,0,0,0,0,0,0
DEFENCE SACCO,2014,0,0,0,0,0,0,0,0,0,0,0
DEFENCE SACCO,2015,0,0,0,0,0,0,0,0,0,0,0
DEFENCE SACCO,2016,0,0,0,0,0,0,0,0,0,0,0
DEFENCE SACCO,2017,0,0,0,0,0,0,0,0,0,0,0
DEFENCE SACCO,2018,0,0,0,0,0,0,0,0,0,0,0
DEFENCE SACCO,2019,0,0,0,0,0,0,0,0,0,0,0
DEFENCE SACCO,2020,375933615.0,0,10000000.0,67566895.0,67566895.0,43186838.0,2019789.0,459363957.0,291131418.0,50822603.0,408541355.0
DEFENCE SACCO,2021,583646239.0,27365868.0,10000000.0,552937724.5,552937724.5,73760486.0,9748670.0,1170868126.0,926931655.6,148240999.0,1022627125.0
DEFENCE SACCO,2022,426668934.0,83334060.0,51000000.0,1965911975.0,1919672589.0,337595002.0,35365874.0,3028635921.0,2286945407.0,521121779.0,2507514142.0
DEFENCE SACCO,2023,0,0,0,0,0,0,0,0,0,0,0
ECO-PILLAR SACCO,2007,0,0,0,0,0,0,0,0,0,0,0
ECO-PILLAR SACCO,2008,0,0,0,0,0,0,0,0,0,0,0
ECO-PILLAR SACCO,2009,0,0,0,0,0,0,0,0,0,0,0
ECO-PILLAR SACCO,2010,0,0,0,0,0,0,0,0,0,0,0
ECO-PILLAR SACCO,2011,0,0,0,0,0,0,0,0,0,0,0
ECO-PILLAR SACCO,2012,37828323.03,0,34475097.63,305479221.0,302428962.8,5118000.0,3504457.29,475383254.7,390076832.8,12431333.29,395927985.3
ECO-PILLAR SACCO,2013,34544012.54,12983415.26,40570790.18,195133811.9,191231135.7,30772489.69,6750311.1,507679004.7,404699761.3,70214495.19,461986452.3
ECO-PILLAR SACCO,2014,50299714,1628281,35208138,247127981,237111555,31942219,11367039,601249270,433795633,84979038,516270232
ECO-PILLAR SACCO,2015,33691747.55,2368855.943,33641898.25,258801812.0,251297076.0,33215877.0,14171538.0,735114995.9,493551220.4,95494661.57,639620334.2
ECO-PILLAR SACCO,2016,0,0,0,0,0,0,0,0,0,0,0
ECO-PILLAR SACCO,2017,85628932,494578,19385421,334089794,320811825,81732676,14171538,906802314,155928937,153458834,753343478
ECO-PILLAR SACCO,2018,113087357.7,7649720.8,147302824.6,318461829.0,301683860.0,91363015.0,16203968.8,1024315464.0,195253618.0,176931113.3,847384350.7
ECO-PILLAR SACCO,2019,79288657.0,7703731.45,148086488.1,406044412.3,383266443.3,93070824.7,18379901.7,1084850012.0,193212247.1,182967013.7,901882998.9
ECO-PILLAR SACCO,2020,102378017.5,8647446.55,149805094.6,471116856.9,441338887.9,93132731.6,20866763.35,1175256454.0,205834906.0,194155601.6,981100852.9
ECO-PILLAR SACCO,2021,145762949.0,12557478.0,149815748.0,529871512.0,493093543.0,96195922.0,24867132.0,1255024242.0,211484074.0,218910441.0,1036113797.0
ECO-PILLAR SACCO,2022,0,0,0,0,0,0,0,0,0,0,0
ECO-PILLAR SACCO,2023,0,0,0,0,0,0,0,0,0,0,0
EDIS SACCO,2007,0,0,0,0,0,0,0,0,0,0,0
EDIS SACCO,2008,0,0,0,0,0,0,0,0,0,0,0
EDIS SACCO,2009,0,0,0,0,0,0,0,0,0,0,0
EDIS SACCO,2010,0,0,0,0,0,0,0,0,0,0,0
EDIS SACCO,2011,0,0,0,0,0,0,0,0,0,0,0
EDIS SACCO,2012,0,0,0,0,0,0,0,0,0,0,0
EDIS SACCO,2013,0,0,0,0,0,0,0,0,0,0,0
EDIS SACCO,2014,0,0,0,0,0,0,0,0,0,0,0
EDIS SACCO,2015,0,0,0,0,0,0,0,0,0,0,0
EDIS SACCO,2016,0,0,0,0,0,0,0,0,0,0,0
EDIS SACCO,2017,0,0,0,0,0,0,0,0,0,0,0
EDIS SACCO,2018,0,0,0,0,0,0,0,0,0,0,0
EDIS SACCO,2019,0,0,0,0,0,0,0,0,0,0,0
EDIS SACCO,2020,0,0,0,0,0,0,0,0,0,0,0
EDIS SACCO,2021,0,0,0,0,0,0,0,0,0,0,0
EDIS SACCO,2022,9010955.0,4479585.0,106000.0,229615583.0,214255208.0,31724224.0,11528902.98,260823377.0,159948354.0,67503997.73,193319379.0
EDIS SACCO,2023,0,0,0,0,0,0,0,0,0,0,0
FORTITUDE SACCO,2007,0,0,0,0,0,0,0,0,0,0,0
FORTITUDE SACCO,2008,0,0,0,0,0,0,0,0,0,0,0
FORTITUDE SACCO,2009,0,0,0,0,0,0,0,0,0,0,0
FORTITUDE SACCO,2010,0,0,0,0,0,0,0,0,0,0,0
FORTITUDE SACCO,2011,0,0,0,0,0,0,0,0,0,0,0
FORTITUDE SACCO,2012,0,0,0,0,0,0,0,0,0,0,0
FORTITUDE SACCO,2013,21760113,2989793,17863697,320539200,312933438,8025378,6343633,409574162,296319708,28460078,381114083
FORTITUDE SACCO,2014,47930722,14740581,44310422,301762103,291789680,9759035,7743437,424339220,326128476,70781464,353557756
FORTITUDE SACCO,2015,64879933.08,65563828.1,44310422.19,309603490.2,299631067.1,9938535.45,6343633.0,463518894.0,363910285.4,94944699.39,369335582.1
FORTITUDE SACCO,2016,49119809.19,3277418.22,39760613.2,319615567.5,309643144.4,9938535.45,7743437.0,456370932.6,352811563.7,75269883.28,381100949.4
FORTITUDE SACCO,2017,36488011.02,5620043.16,39760613.2,320612193.3,310639770.2,10646681.28,7743437.0,436833618.5,346819826.0,78350880.05,352515020.1
FORTITUDE SACCO,2018,86995878.0,6923924.0,4228555.0,478678153.0,467465209.0,23206195.0,18296335.0,590186392.0,433315333.0,98714532.0,491471862.0
FORTITUDE SACCO,2019,44641958.0,4284090.0,58311419.0,546147164.0,529295686.0,25804603.0,21093281.0,659596375.0,486824375.0,108193691.0,551402683.0
FORTITUDE SACCO,2020,115558634.0,-2328833.0,4228556.0,613873373.0,589610625.0,27736726.0,22681088.0,728596193.7,539970780.0,111745308.0,620430195.0
FORTITUDE SACCO,2021,42382915.0,6331388.0,9688489.0,179994187.0,173408823.0,29601115.0,17385656.0,247636263.0,152858393.0,90495140.0,157141123.0
FORTITUDE SACCO,2022,0,0,0,0,0,0,0,0,0,0,0
FORTITUDE SACCO,2023,0,0,0,0,0,0,0,0,0,0,0
GOLDEN PILLAR SACCO,2007,0,0,0,0,0,0,0,0,0,0,0
GOLDEN PILLAR SACCO,2008,0,0,0,0,0,0,0,0,0,0,0
GOLDEN PILLAR SACCO,2009,0,0,0,0,0,0,0,0,0,0,0
GOLDEN PILLAR SACCO,2010,0,0,0,0,0,0,0,0,0,0,0
GOLDEN PILLAR SACCO,2011,0,0,0,0,0,0,0,0,0,0,0
GOLDEN PILLAR SACCO,2012,0,0,0,0,0,0,0,0,0,0,0
GOLDEN PILLAR SACCO,2013,21760113,2989793,17863697,320539200,312933438,8025378,6343633,409574162,296319708,28460078,381114083
GOLDEN PILLAR SACCO,2014,47930722,14740581,44310422,301762103,291789680,9759035,7743437,424339220,326128476,70781464,353557756
GOLDEN PILLAR SACCO,2015,64879933.08,65563828.1,44310422.19,309603490.2,299631067.1,9938535.45,6343633.0,463518894.0,363910285.4,94944699.39,369335582.1
GOLDEN PILLAR SACCO,2016,49119809.19,3277418.22,39760613.2,319615567.5,309643144.4,9938535.45,7743437.0,456370932.6,352811563.7,75269883.28,381100949.4
GOLDEN PILLAR SACCO,2017,36488011.02,5620043.16,39760613.2,320612193.3,310639770.2,10646681.28,7743437.0,436833618.5,346819826.0,78350880.05,352515020.1
GOLDEN PILLAR SACCO,2018,86995878.0,6923924.0,4228555.0,478678153.0,467465209.0,23206195.0,18296335.0,590186392.0,433315333.0,98714532.0,491471862.0
GOLDEN PILLAR SACCO,2019,44641958.0,4284090.0,58311419.0,546147164.0,529295686.0,25804603.0,21093281.0,659596375.0,486824375.0,108193691.0,551402683.0
GOLDEN PILLAR SACCO,2020,115558634.0,-2328833.0,4228556.0,613873373.0,589610625.0,27736726.0,22681088.0,728596193.7,539970780.0,111745308.0,620430195.0
GOLDEN PILLAR SACCO,2021,38250286.0,7080831.0,89398939.0,412658791.0,395822164.0,41285711.0,19638580.0,544819916.0,394840116.0,108760083.0,436059833.0
GOLDEN PILLAR SACCO,2022,27033549.0,6720816.0,102201939.0,458138358.0,437190223.0,56478514.0,22446815.0,594366525.0,426843091.0,133948793.0,460417735.0
GOLDEN PILLAR SACCO,2023,0,0,0,0,0,0,0,0,0,0,0
GOODFAITH SACCO,2007,0,0,0,0,0,0,0,0,0,0,0
GOODFAITH SACCO,2008,0,0,0,0,0,0,0,0,0,0,0
GOODFAITH SACCO,2009,0,0,0,0,0,0,0,0,0,0,0
GOODFAITH SACCO,2010,0,0,0,0,0,0,0,0,0,0,0
GOODFAITH SACCO,2011,0,0,0,0,0,0,0,0,0,0,0
GOODFAITH SACCO,2012,0,0,0,0,0,0,0,0,0,0,0
GOODFAITH SACCO,2013,0,0,0,0,0,0,0,0,0,0,0
GOODFAITH SACCO,2014,0,0,0,0,0,0,0,0,0,0,0
GOODFAITH SACCO,2015,0,0,0,0,0,0,0,0,0,0,0
GOODFAITH SACCO,2016,0,0,0,0,0,0,0,0,0,0,0
GOODFAITH SACCO,2017,0,0,0,0,0,0,0,0,0,0,0
GOODFAITH SACCO,2018,0,0,0,0,0,0,0,0,0,0,0
GOODFAITH SACCO,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOODFAITH SACCO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOODFAITH SACCO,2021,19799397.0,0.0,25330.0,47572950.0,37252147.0,10271434.0,0.0,66045912.0,47580831.0,15603894.0,50442019.0
GOODFAITH SACCO,2022,20884959.0,0.0,24550.0,52516192.0,44088836.25,10720832.0,4030156.0,74532015.25,51641674.0,19350690.0,55181326.0
GOODFAITH SACCO,2023,16902420.89,2855717.0,24550.0,60320115.0,45612990.0,11245600.0,4210340.0,78895301.12,56120443.0,19842551.0,59052750.12
GOODWAY SACCO,2007,0,0,0,0,0,0,0,0,0,0,0
GOODWAY SACCO,2008,0,0,0,0,0,0,0,0,0,0,0
GOODWAY SACCO,2009,0,0,0,0,0,0,0,0,0,0,0
GOODWAY SACCO,2010,0,0,0,0,0,0,0,0,0,0,0
GOODWAY SACCO,2011,0,0,0,0,0,0,0,0,0,0,0
GOODWAY SACCO,2012,0,0,0,0,0,0,0,0,0,0,0
GOODWAY SACCO,2013,0,0,0,0,0,0,0,0,0,0,0
GOODWAY SACCO,2014,0,0,0,0,0,0,0,0,0,0,0
GOODWAY SACCO,2015,0,0,0,0,0,0,0,0,0,0,0
GOODWAY SACCO,2016,0,0,0,0,0,0,0,0,0,0,0
GOODWAY SACCO,2017,0,0,0,0,0,0,0,0,0,0,0
GOODWAY SACCO,2018,0,0,0,0,0,0,0,0,0,0,0
GOODWAY SACCO,2019,5913431.0,2763822.0,914790.0,35170961.0,34556455.0,11986229.0,2552633.0,45621444.0,19185646.0,21784320.0,23837124.0
GOODWAY SACCO,2020,8460800.0,1306803.0,1121325.0,35483959.0,34818647.0,11986229.0,2934091.0,49793828.0,23669977.0,23142108.0,26651721.0
GOODWAY SACCO,2021,7528330.0,853669.0,1811583.0,38088372.0,37148812.0,11986229.0,3104825.0,56660235.0,30511071.0,23368609.0,34068710.0
GOODWAY SACCO,2022,3906758.0,1171271.0,1825751.0,44270076.0,43353686.0,13324579.0,3404384.0,60579585.0,28679000.0,23404025.0,36872613.0
GOODWAY SACCO,2023,4254981.0,-1170167.0,0.0,39675444.0,39250917.0,13328478.0,478205.0,47562451.0,33372882.0,13961213.0,33601238.0
HAZINA SACCO,2007,0,0,0,0,0,0,0,0,0,0,0
HAZINA SACCO,2008,0,0,0,0,0,0,0,0,0,0,0
HAZINA SACCO,2009,0,0,0,0,0,0,0,0,0,0,0
HAZINA SACCO,2010,0,0,0,0,0,0,0,0,0,0,0
HAZINA SACCO,2011,0,0,0,0,0,0,0,0,0,0,0
HAZINA SACCO,2012,0,0,0,0,0,0,0,0,0,0,0
HAZINA SACCO,2013,0,0,0,0,0,0,0,0,0,0,0
HAZINA SACCO,2014,0,0,0,0,0,0,0,0,0,0,0
HAZINA SACCO,2015,0,0,0,0,0,0,0,0,0,0,0
HAZINA SACCO,2016,0,0,0,0,0,0,0,0,0,0,0
HAZINA SACCO,2017,0,0,0,0,0,0,0,0,0,0,0
HAZINA SACCO,2018,0,0,0,0,0,0,0,0,0,0,0
HAZINA SACCO,2019,448510967.0,805102590.0,205372217.0,7267006204.0,7126202308.0,506009469.0,329481214.0,8432323283.0,6290093029.0,1847566350.0,6584756933.0
HAZINA SACCO,2020,640432593.0,838620016.0,129569217.0,7725650490.0,7575178217.0,572267522.0,363225214.0,9144307882.0,6864888284.0,2050421795.0,7093886087.0
HAZINA SACCO,2021,1223803506.0,986508610.0,254495353.0,8368098735.0,8205091894.0,682755758.0,402945558.0,10470223736.0,7935970950.0,2342752943.0,8127470793.0
HAZINA SACCO,2022,1466423767.0,1113874103.0,277159335.0,9471061048.0,9286837211.0,800227998.0,447495522.0,11887605966.0,9183165337.0,2492028881.0,9395577085.0
HAZINA SACCO,2023,1518225934.0,1215622410.0,323178853.0,10879738103.0,10668024575.0,913546477.0,496120418.0,13380422968.0,10421787092.0,2758541745.0,10621881223.0
HOME BUSINESS SACCO,2007,0,0,0,0,0,0,0,0,0,0,0
HOME BUSINESS SACCO,2008,0,0,0,0,0,0,0,0,0,0,0
HOME BUSINESS SACCO,2009,0,0,0,0,0,0,0,0,0,0,0
HOME BUSINESS SACCO,2010,0,0,0,0,0,0,0,0,0,0,0
HOME BUSINESS SACCO,2011,0,0,0,0,0,0,0,0,0,0,0
HOME BUSINESS SACCO,2012,0,0,0,0,0,0,0,0,0,0,0
HOME BUSINESS SACCO,2013,0,0,0,0,0,0,0,0,0,0,0
HOME BUSINESS SACCO,2014,0,0,0,0,0,0,0,0,0,0,0
HOME BUSINESS SACCO,2015,0,0,0,0,0,0,0,0,0,0,0
HOME BUSINESS SACCO,2016,0,0,0,0,0,0,0,0,0,0,0
HOME BUSINESS SACCO,2017,0,0,0,0,0,0,0,0,0,0,0
HOME BUSINESS SACCO,2018,0,0,0,0,0,0,0,0,0,0,0
HOME BUSINESS SACCO,2019,448510967.0,805102590.0,205372217.0,7267006204.0,7126202308.0,506009469.0,329481214.0,8432323283.0,6290093029.0,1847566350.0,6584756933.0
HOME BUSINESS SACCO,2020,640432593.0,838620016.0,129569217.0,7725650490.0,7575178217.0,572267522.0,363225214.0,9144307882.0,6864888284.0,2050421795.0,7093886087.0
HOME BUSINESS SACCO,2021,1223803506.0,986508610.0,254495353.0,8368098735.0,8205091894.0,682755758.0,402945558.0,10470223736.0,7935970950.0,2342752943.0,8127470793.0
HOME BUSINESS SACCO,2022,1466423767.0,1113874103.0,277159335.0,9471061048.0,9286837211.0,800227998.0,447495522.0,11887605966.0,9183165337.0,2492028881.0,9395577085.0
HOME BUSINESS SACCO,2023,1518225934.0,1215622410.0,323178853.0,10879738103.0,10668024575.0,913546477.0,496120418.0,13380422968.0,10421787092.0,2758541745.0,10621881223.0
IG SACCO,2007,0,0,0,0,0,0,0,0,0,0,0
IG SACCO,2008,0,0,0,0,0,0,0,0,0,0,0
IG SACCO,2009,0,0,0,0,0,0,0,0,0,0,0
IG SACCO,2010,0,0,0,0,0,0,0,0,0,0,0
IG SACCO,2011,0,0,0,0,0,0,0,0,0,0,0
IG SACCO,2012,0,0,0,0,0,0,0,0,0,0,0
IG SACCO,2013,0,0,0,0,0,0,0,0,0,0,0
IG SACCO,2014,0,0,0,0,0,0,0,0,0,0,0
IG SACCO,2015,0,0,0,0,0,0,0,0,0,0,0
IG SACCO,2016,0,0,0,0,0,0,0,0,0,0,0
IG SACCO,2017,0,0,0,0,0,0,0,0,0,0,0
IG SACCO,2018,0,0,0,0,0,0,0,0,0,0,0
IG SACCO,2019,779458417.0,474738488.0,1521547182.0,6805841374.0,6368366021.0,808927629.0,628651036.0,9484832591.0,5329529382.0,3521479551.0,5963353040.0
IG SACCO,2020,2082265000.0,368214000.0,789087000.0,7274066000.0,6732078000.0,951549000.0,707922000.0,10478130000.0,5987418000.0,3820205000.0,6657925000.0
IG SACCO,2021,2779557254.0,53665158.0,577206451.0,7941611446.0,7446976736.0,1138732170.0,847099120.0,11690659106.0,6448131536.0,4501570284.0,7180939432.0
IG SACCO,2022,1471320000.0,689241000.0,1541829000.0,9515329000.0,9122098000.0,1305241000.0,984947000.0,12958024000.0,7044649000.0,5098680000.0,7859342000.0
IG SACCO,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IMARIKA SACCO,2007,0,0,0,0,0,0,0,0,0,0,0
IMARIKA SACCO,2008,0,0,0,0,0,0,0,0,0,0,0
IMARIKA SACCO,2009,0,0,0,0,0,0,0,0,0,0,0
IMARIKA SACCO,2010,0,0,0,0,0,0,0,0,0,0,0
IMARIKA SACCO,2011,0,0,0,0,0,0,0,0,0,0,0
IMARIKA SACCO,2012,0,0,0,0,0,0,0,0,0,0,0
IMARIKA SACCO,2013,0,0,0,0,0,0,0,0,0,0,0
IMARIKA SACCO,2014,0,0,0,0,0,0,0,0,0,0,0
IMARIKA SACCO,2015,0,0,0,0,0,0,0,0,0,0,0
IMARIKA SACCO,2016,0,0,0,0,0,0,0,0,0,0,0
IMARIKA SACCO,2017,0,0,0,0,0,0,0,0,0,0,0
IMARIKA SACCO,2018,0,0,0,0,0,0,0,0,0,0,0
IMARIKA SACCO,2019,19363224.0,357685310.0,412550000.0,7416940385.0,7034090878.0,488412000.0,312450000.0,9152783165.0,6523104882.0,1489522114.0,7663261051.0
IMARIKA SACCO,2020,893579487.0,398929049.0,455120000.0,8138168521.0,7712450110.0,554120000.0,385120000.0,9737422176.0,7102455102.0,1852595720.0,7884826456.0
IMARIKA SACCO,2021,753154463.0,446035664.0,495220000.0,8754220110.0,8311245660.0,632550000.0,452110000.0,10131847994.0,7650895221.0,2287004974.0,7844843020.0
IMARIKA SACCO,2022,903255082.0,486112000.0,545880000.0,9742715677.0,9259367894.0,715700250.0,512330000.0,10876432155.0,8241550112.0,2805068100.0,8071364055.0
IMARIKA SACCO,2023,1017417813.0,252410000.0,560110000.0,10210440000.0,9705369818.0,740115000.0,0,11452180000.0,8785420000.0,2950115000.0,8502065000.0
JAMII SACCO,2007,0,0,0,0,0,0,0,0,0,0,0
JAMII SACCO,2008,0,0,0,0,0,0,0,0,0,0,0
JAMII SACCO,2009,0,0,0,0,0,0,0,0,0,0,0
JAMII SACCO,2010,0,0,0,0,0,0,0,0,0,0,0
JAMII SACCO,2011,0,0,0,0,0,0,0,0,0,0,0
JAMII SACCO,2012,0,0,0,0,0,0,0,0,0,0,0
JAMII SACCO,2013,0,0,0,0,0,0,0,0,0,0,0
JAMII SACCO,2014,0,0,0,0,0,0,0,0,0,0,0
JAMII SACCO,2015,0,0,0,0,0,0,0,0,0,0,0
JAMII SACCO,2016,0,0,0,0,0,0,0,0,0,0,0
JAMII SACCO,2017,0,0,0,0,0,0,0,0,0,0,0
JAMII SACCO,2018,0,0,0,0,0,0,0,0,0,0,0
JAMII SACCO,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JAMII SACCO,2020,371352866.0,462063290.0,355548222.0,3556155701.0,3248349650.0,446959264.0,181817320.0,4662154303.0,3117070083.0,1173151332.0,3489002971.0
JAMII SACCO,2021,462253410.0,117708139.0,447346472.0,4318047024.0,3063015547.0,1091106575.0,181817320.0,5091966231.0,3748605103.0,1445452703.0,3646513528.0
JAMII SACCO,2022,962830488.0,341691000.0,122325438.0,4960112058.0,3705080581.0,535449040.0,281223963.0,5443177821.0,3658074923.0,1293503287.0,4149674534.0
JAMII SACCO,2023,855320110.0,85241105.0,125440000.0,4982550600.0,3721440000.0,545220300.0,281223963.0,5455210400.0,3682144210.0,1321440550.0,4133769850.0
JUMUIKA SACCO,2007,0,0,0,0,0,0,0,0,0,0,0
JUMUIKA SACCO,2008,0,0,0,0,0,0,0,0,0,0,0
JUMUIKA SACCO,2009,0,0,0,0,0,0,0,0,0,0,0
JUMUIKA SACCO,2010,0,0,0,0,0,0,0,0,0,0,0
JUMUIKA SACCO,2011,0,0,0,0,0,0,0,0,0,0,0
JUMUIKA SACCO,2012,0,0,0,0,0,0,0,0,0,0,0
JUMUIKA SACCO,2013,128444792,826227,23235649,103051094,100772491,3584500,35982721,320889783,186817277,94690118,226199663
JUMUIKA SACCO,2014,87766162,443685,23582539,111892686,108738343,9299642,37372631,272305757,170977491,83271952,189033804
JUMUIKA SACCO,2015,67219689,314479,24253235,157363020,153940147,10539885,37451251,285464131,170258234,79242155,206221976
JUMUIKA SACCO,2016,50284396,400110,23630498,167629119,163589556,11804277,37551278,301184793,174558061,77812316,223372477
JUMUIKA SACCO,2017,32611064.0,-7488336.0,18618897.0,131998608.4,123651759.4,13382089.0,37551279.0,239814485.4,129953634.0,70861578.0,168952908.0
JUMUIKA SACCO,2018,31216703.0,-21081681.0,18618897.3,136448447.0,117295757.0,13428596.0,37551279.0,220441088.3,129629740.0,49826404.0,170614685.0
JUMUIKA SACCO,2019,0,0,0,0,0,0,0,0,0,0,0
JUMUIKA SACCO,2020,36658413.0,9536032.0,14306941.0,98666631.0,611484.0,13598624.0,39935287.0,189713880.0,193557587.0,-45719370.0,235433249.0
JUMUIKA SACCO,2021,27628340.0,19203925.0,14306941.0,99799936.0,28896087.0,13598624.0,39935287.0,203285421.0,188019559.0,-26515445.0,229800864.0
JUMUIKA SACCO,2022,18898344.0,10625719.0,14356941.0,111434614.0,43501127.0,13824124.0,40022202.0,219787161.0,185174019.0,-15577310.0,235364473.0
JUMUIKA SACCO,2023,0,0,0,0,0,0,0,0,0,0,0
K-PILLAR SACCO,2007,0,0,0,0,0,0,0,0,0,0,0
K-PILLAR SACCO,2008,0,0,0,0,0,0,0,0,0,0,0
K-PILLAR SACCO,2009,0,0,0,0,0,0,0,0,0,0,0
K-PILLAR SACCO,2010,0,0,0,0,0,0,0,0,0,0,0
K-PILLAR SACCO,2011,0,0,0,0,0,0,0,0,0,0,0
K-PILLAR SACCO,2012,0,0,0,0,0,0,0,0,0,0,0
K-PILLAR SACCO,2013,0,0,0,0,0,0,0,0,0,0,0
K-PILLAR SACCO,2014,0,0,0,0,0,0,0,0,0,0,0
K-PILLAR SACCO,2015,0,0,0,0,0,0,0,0,0,0,0
K-PILLAR SACCO,2016,0,0,0,0,0,0,0,0,0,0,0
K-PILLAR SACCO,2017,0,0,0,0,0,0,0,0,0,0,0
K-PILLAR SACCO,2018,0,0,0,0,0,0,0,0,0,0,0
K-PILLAR SACCO,2019,19363224.0,3541956.0,472260.0,112905266.0,112905266.0,0,531274.0,151015729.0,128604214.0,15259572.0,135756157.0
K-PILLAR SACCO,2020,193574959.0,25980648.0,4306550.0,664592356.0,560836016.0,0,59776350.0,773058894.0,417162829.0,322384806.0,450674088.0
K-PILLAR SACCO,2021,111409082.0,10583667.0,4606550.0,792589211.0,639021260.0,0,63687236.0,768849005.0,357230710.0,353091533.0,415757471.0
K-PILLAR SACCO,2022,175369190.0,23494162.0,4702814.0,910801986.0,699504518.0,0,71623886.0,902893814.0,410191266.0,405970904.0,496922909.0
K-PILLAR SACCO,2023,0,0,0,0,0,0,0,0,0,0,0
KENYA ACHIEVAS SACCO,2007,0,0,0,0,0,0,0,0,0,0,0
KENYA ACHIEVAS SACCO,2008,0,0,0,0,0,0,0,0,0,0,0
KENYA ACHIEVAS SACCO,2009,0,0,0,0,0,0,0,0,0,0,0
KENYA ACHIEVAS SACCO,2010,0,0,0,0,0,0,0,0,0,0,0
KENYA ACHIEVAS SACCO,2011,0,0,0,0,0,0,0,0,0,0,0
KENYA ACHIEVAS SACCO,2012,0,0,0,0,0,0,0,0,0,0,0
KENYA ACHIEVAS SACCO,2013,0,0,0,0,0,0,0,0,0,0,0
KENYA ACHIEVAS SACCO,2014,0,0,0,0,0,0,0,0,0,0,0
KENYA ACHIEVAS SACCO,2015,0,0,0,0,0,0,0,0,0,0,0
KENYA ACHIEVAS SACCO,2016,0,0,0,0,0,0,0,0,0,0,0
KENYA ACHIEVAS SACCO,2017,0,0,0,0,0,0,0,0,0,0,0
KENYA ACHIEVAS SACCO,2018,0,0,0,0,0,0,0,0,0,0,0
KENYA ACHIEVAS SACCO,2019,70985223.0,487234.0,44390000.0,181659593.0,174526543.0,37090876.0,10576101.0,412300818.8,194093679.0,105761017.0,306539801.8
KENYA ACHIEVAS SACCO,2020,38341912.77,5367586.27,83871738.59,146599270.0,119582723.6,118844476.4,8663255.0,392978893.5,161826693.2,171427377.9,221551515.5
KENYA ACHIEVAS SACCO,2021,28993165.31,11401373.05,58635118.87,174987267.9,148161380.4,125122050.1,8922657.0,390333251.0,159987193.8,184897762.7,205435488.3
KENYA ACHIEVAS SACCO,2022,52603285.81,0.0,47484117.43,362796441.4,323727897.1,67256355.38,16572514.97,453443496.0,277015576.8,164804805.7,288638690.4
KENYA ACHIEVAS SACCO,2023,33993917.77,13119960.5,39903530.86,230772846.5,203760744.4,139571307.9,9788098.0,421806711.8,183577223.7,203156911.7,218649800.1
KENYA BANKERS SACCO,2007,0,0,0,0,0,0,0,0,0,0,0
KENYA BANKERS SACCO,2008,0,0,0,0,0,0,0,0,0,0,0
KENYA BANKERS SACCO,2009,0,0,0,0,0,0,0,0,0,0,0
KENYA BANKERS SACCO,2010,0,0,0,0,0,0,0,0,0,0,0
